,country,people,obesity_levels,obesity_level_percentage,date
1111,Israel, adults ,obese ,>=30.0,2
1112,Israel, adults ,obese ,>=30.0,2001
1113,Israel, adults ,overweight ,>=25.0,1999
1114,Israel, adults ,overweight ,>=25.0,2
1115,Israel, adults ,overweight ,>=25.0,2001
1116,Israel, adults ,pre-obese ,25.0-29.99,1999
1117,Israel, adults ,pre-obese ,25.0-29.99,2
1118,Israel, adults ,pre-obese ,25.0-29.99,2001
1119,Israel, females ,obese ,>=30.0,1999
1120,Israel, females ,obese ,>=30.0,2
1121,Israel, females ,obese ,>=30.0,2001
1122,Israel, females ,overweight ,>=25.0,1999
1123,Israel, females ,overweight ,>=25.0,2
1124,Israel, females ,overweight ,>=25.0,2001
1125,Israel, males ,obese ,>=30.0,1999
1126,Israel, males ,obese ,>=30.0,2
1127,Israel, males ,obese ,>=30.0,2001
1128,Israel, males ,overweight ,>=25.0,1999
1129,Israel, males ,overweight ,>=25.0,2
1130,Israel, males ,overweight ,>=25.0,2001
1131,Italy, adults ,normal ,18.5-24.99,2002
1132,Italy, adults ,normal ,18.5-24.99,2003
1133,Italy, adults ,normal ,18.5-24.99,2004
1134,Italy, adults ,normal ,18.5-24.99,2005
1135,Italy, adults ,obese ,>=30.0,2002
1136,Italy, adults ,obese ,>=30.0,2003
1137,Italy, adults ,obese ,>=30.0,2004
1138,Italy, adults ,obese ,>=30.0,2005
1139,Italy, adults ,overweight ,>=25.0,2002
1140,Italy, adults ,overweight ,>=25.0,2003
1141,Italy, adults ,overweight ,>=25.0,2004
1142,Italy, adults ,overweight ,>=25.0,2005
1143,Italy, adults ,pre-obese ,25.0-29.99,2002
1144,Italy, adults ,pre-obese ,25.0-29.99,2003
1145,Italy, adults ,pre-obese ,25.0-29.99,2004
1146,Italy, adults ,pre-obese ,25.0-29.99,2005
1147,Italy, adults ,underweight ,<18.5,2002
1148,Italy, adults ,underweight ,<18.5,2003
1149,Italy, adults ,underweight ,<18.5,2004
1150,Italy, adults ,underweight ,<18.5,2005
1151,Italy, females ,normal ,18.5-24.99,2002
1152,Italy, females ,normal ,18.5-24.99,2003
1153,Italy, females ,normal ,18.5-24.99,2004
1154,Italy, females ,normal ,18.5-24.99,2005
1155,Italy, females ,obese ,>=30.0,2002
1156,Italy, females ,obese ,>=30.0,2003
1157,Italy, females ,obese ,>=30.0,2004
1158,Italy, females ,obese ,>=30.0,2005
1159,Italy, females ,overweight ,>=25.0,2002
1160,Italy, females ,overweight ,>=25.0,2003
1161,Italy, females ,overweight ,>=25.0,2004
1162,Italy, females ,overweight ,>=25.0,2005
1163,Italy, females ,pre-obese ,25.0-29.99,2002
1164,Italy, females ,pre-obese ,25.0-29.99,2003
1165,Italy, females ,pre-obese ,25.0-29.99,2004
1166,Italy, females ,pre-obese ,25.0-29.99,2005
1167,Italy, females ,underweight ,<18.5,2002
1168,Italy, females ,underweight ,<18.5,2003
1169,Italy, females ,underweight ,<18.5,2004
1170,Italy, females ,underweight ,<18.5,2005
1171,Italy, males ,normal ,18.5-24.99,2002
1172,Italy, males ,normal ,18.5-24.99,2003
1173,Italy, males ,normal ,18.5-24.99,2004
1174,Italy, males ,normal ,18.5-24.99,2005
1175,Italy, males ,obese ,>=30.0,2002
1176,Italy, males ,obese ,>=30.0,2003
1177,Italy, males ,obese ,>=30.0,2004
1178,Italy, males ,obese ,>=30.0,2005
1179,Italy, males ,overweight ,>=25.0,2002
1180,Italy, males ,overweight ,>=25.0,2003
1181,Italy, males ,overweight ,>=25.0,2004
1182,Italy, males ,overweight ,>=25.0,2005
1183,Italy, males ,pre-obese ,25.0-29.99,2002
1184,Italy, males ,pre-obese ,25.0-29.99,2003
1185,Italy, males ,pre-obese ,25.0-29.99,2004
1186,Italy, males ,pre-obese ,25.0-29.99,2005
1187,Italy, males ,underweight ,<18.5,2002
1188,Italy, males ,underweight ,<18.5,2003
1189,Italy, males ,underweight ,<18.5,2004
1190,Italy, males ,underweight ,<18.5,2005
1191,Japan, adults ,normal ,18.5-24.99,1999
1192,Japan, adults ,obese ,>=30.0,2001
1193,Japan, adults ,overweight ,>=25.0,1999
1194,Japan, adults ,overweight ,>=25.0,2001
1195,Japan, adults ,overweight ,>=25.0,2004
1196,Japan, adults ,pre-obese ,25.0-29.99,2001
1197,Japan, adults ,underweight ,<18.5,1999
1198,Japan, females ,normal ,18.5-24.99,1999
1199,Japan, females ,normal ,18.5-24.99,2003
1200,Japan, females ,obese ,>=30.0,2001
1201,Japan, females ,overweight ,>=25.0,1999
1202,Japan, females ,overweight ,>=25.0,2
1203,Japan, females ,overweight ,>=25.0,2003
1204,Japan, females ,overweight ,>=25.0,2004
1205,Japan, females ,pre-obese ,25.0-29.99,2001
1206,Japan, females ,underweight ,<18.5,1999
1207,Japan, females ,underweight ,<18.5,2003
1208,Japan, males ,normal ,18.5-24.99,1999
1209,Japan, males ,normal ,18.5-24.99,2003
1210,Japan, males ,obese ,>=30.0,2001
1211,Japan, males ,overweight ,>=25.0,1999
1212,Japan, males ,overweight ,>=25.0,2
1213,Japan, males ,overweight ,>=25.0,2003
1214,Japan, males ,overweight ,>=25.0,2004
1215,Japan, males ,pre-obese ,25.0-29.99,2001
1216,Japan, males ,underweight ,<18.5,1999
1217,Japan, males ,underweight ,<18.5,2003
1218,Jordan, adults ,normal ,18.5-24.99,2004
1219,Jordan, adults ,obese ,>=30.0,2004
1220,Jordan, adults ,overweight ,>=25.0,2004
1221,Jordan, adults ,pre-obese ,25.0-29.99,2004
1222,Jordan, adults ,underweight ,<18.5,2004
1223,Jordan, females ,moderate and severe thinness ,<=17,2007
1224,Jordan, females ,normal ,18.5-24.99,2002
1225,Jordan, females ,normal ,18.5-24.99,2007
1226,Jordan, females ,obese ,>=30.0,2002
1227,Jordan, females ,obese ,>=30.0,2007
1228,Jordan, females ,overweight ,>=25.0,2002
1229,Jordan, females ,overweight ,>=25.0,2007
1230,Jordan, females ,pre-obese ,25.0-29.99,2002
1231,Jordan, females ,pre-obese ,25.0-29.99,2007
1232,Jordan, females ,underweight ,<18.5,2002
1233,Jordan, females ,underweight ,<18.5,2007
1234,Jordan, males ,obese ,>=30.0,2002
1235,Kazakhstan, females ,obese ,>=30.0,1999
1236,Kazakhstan, females ,overweight ,>=25.0,1999
1237,Kazakhstan, females ,underweight ,<18.5,1999
1238,Kenya, females ,moderate and severe thinness ,<=17,2003
1239,Kenya, females ,normal ,18.5-24.99,2003
1240,Kenya, females ,obese ,>=30.0,2003
1241,Kenya, females ,overweight ,>=25.0,2003
1242,Kenya, females ,pre-obese ,25.0-29.99,2003
1243,Kenya, females ,underweight ,<18.5,2003
1244,Kiribati, adults ,normal ,18.5-24.99,2004
1245,Kiribati, adults ,normal ,18.5-24.99,2005
1246,Kiribati, adults ,normal ,18.5-24.99,2006
1247,Kiribati, adults ,obese ,>=30.0,2004
1248,Kiribati, adults ,obese ,>=30.0,2005
1249,Kiribati, adults ,obese ,>=30.0,2006
1250,Kiribati, adults ,overweight ,>=25.0,2004
1251,Kiribati, adults ,overweight ,>=25.0,2005
1252,Kiribati, adults ,overweight ,>=25.0,2006
1253,Kiribati, adults ,pre-obese ,25.0-29.99,2004
1254,Kiribati, adults ,pre-obese ,25.0-29.99,2005
1255,Kiribati, adults ,pre-obese ,25.0-29.99,2006
1256,Kiribati, adults ,underweight ,<18.5,2004
1257,Kiribati, adults ,underweight ,<18.5,2005
1258,Kiribati, adults ,underweight ,<18.5,2006
1259,Kiribati, females ,normal ,18.5-24.99,2004
1260,Kiribati, females ,normal ,18.5-24.99,2005
1261,Kiribati, females ,normal ,18.5-24.99,2006
1262,Kiribati, females ,obese ,>=30.0,2004
1263,Kiribati, females ,obese ,>=30.0,2005
1264,Kiribati, females ,obese ,>=30.0,2006
1265,Kiribati, females ,overweight ,>=25.0,2004
1266,Kiribati, females ,overweight ,>=25.0,2005
1267,Kiribati, females ,overweight ,>=25.0,2006
1268,Kiribati, females ,pre-obese ,25.0-29.99,2004
1269,Kiribati, females ,pre-obese ,25.0-29.99,2005
1270,Kiribati, females ,pre-obese ,25.0-29.99,2006
1271,Kiribati, females ,underweight ,<18.5,2004
1272,Kiribati, females ,underweight ,<18.5,2005
1273,Kiribati, females ,underweight ,<18.5,2006
1274,Kiribati, males ,normal ,18.5-24.99,2004
1275,Kiribati, males ,normal ,18.5-24.99,2005
1276,Kiribati, males ,normal ,18.5-24.99,2006
1277,Kiribati, males ,obese ,>=30.0,2004
1278,Kiribati, males ,obese ,>=30.0,2005
1279,Kiribati, males ,obese ,>=30.0,2006
1280,Kiribati, males ,overweight ,>=25.0,2004
1281,Kiribati, males ,overweight ,>=25.0,2005
1282,Kiribati, males ,overweight ,>=25.0,2006
1283,Kiribati, males ,pre-obese ,25.0-29.99,2004
1284,Kiribati, males ,pre-obese ,25.0-29.99,2005
1285,Kiribati, males ,pre-obese ,25.0-29.99,2006
1286,Kiribati, males ,underweight ,<18.5,2004
1287,Kiribati, males ,underweight ,<18.5,2005
1288,Kiribati, males ,underweight ,<18.5,2006
1289,Kuwait, adults ,normal ,18.5-24.99,1999
1290,Kuwait, adults ,normal ,18.5-24.99,2
1291,Kuwait, adults ,obese ,>=30.0,1999
1292,Kuwait, adults ,obese ,>=30.0,2
1293,Kuwait, adults ,overweight ,>=25.0,1999
1294,Kuwait, adults ,overweight ,>=25.0,2
1295,Kuwait, adults ,pre-obese ,25.0-29.99,1999
1296,Kuwait, adults ,pre-obese ,25.0-29.99,2
1297,Kuwait, adults ,underweight ,<18.5,1999
1298,Kuwait, adults ,underweight ,<18.5,2
1299,Kuwait, females ,normal ,18.5-24.99,1999
1300,Kuwait, females ,normal ,18.5-24.99,2
1301,Kuwait, females ,obese ,>=30.0,1999
1302,Kuwait, females ,obese ,>=30.0,2
1303,Kuwait, females ,overweight ,>=25.0,1999
1304,Kuwait, females ,overweight ,>=25.0,2
1305,Kuwait, females ,pre-obese ,25.0-29.99,1999
1306,Kuwait, females ,pre-obese ,25.0-29.99,2
1307,Kuwait, females ,underweight ,<18.5,1999
1308,Kuwait, females ,underweight ,<18.5,2
1309,Kuwait, males ,normal ,18.5-24.99,1999
1310,Kuwait, males ,normal ,18.5-24.99,2
1311,Kuwait, males ,obese ,>=30.0,1999
1312,Kuwait, males ,obese ,>=30.0,2
1313,Kuwait, males ,overweight ,>=25.0,1999
1314,Kuwait, males ,overweight ,>=25.0,2
1315,Kuwait, males ,pre-obese ,25.0-29.99,1999
1316,Kuwait, males ,pre-obese ,25.0-29.99,2
1317,Kuwait, males ,underweight ,<18.5,1999
1318,Kuwait, males ,underweight ,<18.5,2
1319,Lao People's Democratic Republic, adults ,obese ,>=30.0,2
1320,Lao People's Democratic Republic, adults ,overweight ,>=25.0,2
1321,Lao People's Democratic Republic, females ,obese ,>=30.0,2
1322,Lao People's Democratic Republic, females ,overweight ,>=25.0,2
1323,Lao People's Democratic Republic, males ,obese ,>=30.0,2
1324,Lao People's Democratic Republic, males ,overweight ,>=25.0,2
1325,Latvia, adults ,normal ,18.5-24.99,2
1326,Latvia, adults ,normal ,18.5-24.99,2002
1327,Latvia, adults ,normal ,18.5-24.99,2004
1328,Latvia, adults ,normal ,18.5-24.99,2006
1329,Latvia, adults ,obese ,>=30.0,2
1330,Latvia, adults ,obese ,>=30.0,2002
1331,Latvia, adults ,obese ,>=30.0,2004
1332,Latvia, adults ,obese ,>=30.0,2006
1333,Latvia, adults ,overweight ,>=25.0,2
1334,Latvia, adults ,overweight ,>=25.0,2002
1335,Latvia, adults ,overweight ,>=25.0,2004
1336,Latvia, adults ,overweight ,>=25.0,2006
1337,Latvia, adults ,pre-obese ,25.0-29.99,2
1338,Latvia, adults ,pre-obese ,25.0-29.99,2002
1339,Latvia, adults ,pre-obese ,25.0-29.99,2004
1340,Latvia, adults ,pre-obese ,25.0-29.99,2006
1341,Latvia, adults ,underweight ,<18.5,2
1342,Latvia, adults ,underweight ,<18.5,2002
1343,Latvia, adults ,underweight ,<18.5,2004
1344,Latvia, adults ,underweight ,<18.5,2006
1345,Latvia, females ,normal ,18.5-24.99,2
1346,Latvia, females ,normal ,18.5-24.99,2002
1347,Latvia, females ,normal ,18.5-24.99,2004
1348,Latvia, females ,normal ,18.5-24.99,2006
1349,Latvia, females ,obese ,>=30.0,2
1350,Latvia, females ,obese ,>=30.0,2002
1351,Latvia, females ,obese ,>=30.0,2004
1352,Latvia, females ,obese ,>=30.0,2006
1353,Latvia, females ,overweight ,>=25.0,2
1354,Latvia, females ,overweight ,>=25.0,2002
1355,Latvia, females ,overweight ,>=25.0,2004
1356,Latvia, females ,overweight ,>=25.0,2006
1357,Latvia, females ,pre-obese ,25.0-29.99,2
1358,Latvia, females ,pre-obese ,25.0-29.99,2002
1359,Latvia, females ,pre-obese ,25.0-29.99,2006
1360,Latvia, females ,underweight ,<18.5,2
1361,Latvia, females ,underweight ,<18.5,2002
1362,Latvia, females ,underweight ,<18.5,2004
1363,Latvia, females ,underweight ,<18.5,2006
1364,Latvia, males ,normal ,18.5-24.99,2
1365,Latvia, males ,normal ,18.5-24.99,2002
1366,Latvia, males ,normal ,18.5-24.99,2004
1367,Latvia, males ,normal ,18.5-24.99,2006
1368,Latvia, males ,obese ,>=30.0,2
1369,Latvia, males ,obese ,>=30.0,2002
1370,Latvia, males ,obese ,>=30.0,2004
1371,Latvia, males ,obese ,>=30.0,2006
1372,Latvia, males ,overweight ,>=25.0,2
1373,Latvia, males ,overweight ,>=25.0,2002
1374,Latvia, males ,overweight ,>=25.0,2004
1375,Latvia, males ,overweight ,>=25.0,2006
1376,Latvia, males ,pre-obese ,25.0-29.99,2
1377,Latvia, males ,pre-obese ,25.0-29.99,2002
1378,Latvia, males ,pre-obese ,25.0-29.99,2006
1379,Latvia, males ,underweight ,<18.5,2
1380,Latvia, males ,underweight ,<18.5,2002
1381,Latvia, males ,underweight ,<18.5,2004
1382,Latvia, males ,underweight ,<18.5,2006
1383,Lebanon, adults ,obese ,>=30.0,2003
1384,Lebanon, adults ,obese ,>=30.0,2004
1385,Lebanon, adults ,pre-obese ,25.0-29.99,2003
1386,Lebanon, adults ,pre-obese ,25.0-29.99,2004
1387,Lesotho, adults ,overweight ,>=25.0,2001
1388,Lesotho, adults ,pre-obese ,25.0-29.99,2001
1389,Lesotho, females ,moderate and severe thinness ,<=17,2004
1390,Lesotho, females ,moderate and severe thinness ,<=17,2005
1391,Lesotho, females ,normal ,18.5-24.99,2004
1392,Lesotho, females ,normal ,18.5-24.99,2005
1393,Lesotho, females ,obese ,>=30.0,2004
1394,Lesotho, females ,obese ,>=30.0,2005
1395,Lesotho, females ,overweight ,>=25.0,2001
1396,Lesotho, females ,overweight ,>=25.0,2004
1397,Lesotho, females ,overweight ,>=25.0,2005
1398,Lesotho, females ,pre-obese ,25.0-29.99,2004
1399,Lesotho, females ,pre-obese ,25.0-29.99,2005
1400,Lesotho, females ,underweight ,<18.5,2004
1401,Lesotho, females ,underweight ,<18.5,2005
1402,Lesotho, males ,overweight ,>=25.0,2001
1403,Liberia, females ,moderate and severe thinness ,<=17,2006
1404,Liberia, females ,moderate and severe thinness ,<=17,2007
1405,Liberia, females ,normal ,18.5-24.99,2006
1406,Liberia, females ,normal ,18.5-24.99,2007
1407,Liberia, females ,obese ,>=30.0,2006
1408,Liberia, females ,obese ,>=30.0,2007
1409,Liberia, females ,overweight ,>=25.0,2006
1410,Liberia, females ,overweight ,>=25.0,2007
1411,Liberia, females ,pre-obese ,25.0-29.99,2006
1412,Liberia, females ,pre-obese ,25.0-29.99,2007
1413,Liberia, females ,underweight ,<18.5,2006
1414,Liberia, females ,underweight ,<18.5,2007
1415,Lithuania, adults ,normal ,18.5-24.99,2004
1416,Lithuania, adults ,obese ,>=30.0,2
1417,Lithuania, adults ,obese ,>=30.0,2002
1418,Lithuania, adults ,obese ,>=30.0,2004
1419,Lithuania, adults ,obese ,>=30.0,2006
1420,Lithuania, adults ,overweight ,>=25.0,2
1421,Lithuania, adults ,overweight ,>=25.0,2002
1422,Lithuania, adults ,overweight ,>=25.0,2004
1423,Lithuania, adults ,overweight ,>=25.0,2006
1424,Lithuania, adults ,pre-obese ,25.0-29.99,2002
1425,Lithuania, adults ,pre-obese ,25.0-29.99,2004
1426,Lithuania, adults ,pre-obese ,25.0-29.99,2006
1427,Lithuania, adults ,underweight ,<18.5,2004
1428,Lithuania, females ,normal ,18.5-24.99,2004
1429,Lithuania, females ,obese ,>=30.0,2
1430,Lithuania, females ,obese ,>=30.0,2002
1431,Lithuania, females ,obese ,>=30.0,2004
1432,Lithuania, females ,obese ,>=30.0,2006
1433,Lithuania, females ,overweight ,>=25.0,2
1434,Lithuania, females ,overweight ,>=25.0,2002
1435,Lithuania, females ,overweight ,>=25.0,2004
1436,Lithuania, females ,overweight ,>=25.0,2006
1437,Lithuania, females ,pre-obese ,25.0-29.99,2002
1438,Lithuania, females ,pre-obese ,25.0-29.99,2004
1439,Lithuania, females ,pre-obese ,25.0-29.99,2006
1440,Lithuania, females ,underweight ,<18.5,2004
1441,Lithuania, males ,normal ,18.5-24.99,2004
1442,Lithuania, males ,obese ,>=30.0,2
1443,Lithuania, males ,obese ,>=30.0,2002
1444,Lithuania, males ,obese ,>=30.0,2004
1445,Lithuania, males ,obese ,>=30.0,2006
1446,Lithuania, males ,overweight ,>=25.0,2
1447,Lithuania, males ,overweight ,>=25.0,2002
1448,Lithuania, males ,overweight ,>=25.0,2004
1449,Lithuania, males ,overweight ,>=25.0,2006
1450,Lithuania, males ,pre-obese ,25.0-29.99,2002
1451,Lithuania, males ,pre-obese ,25.0-29.99,2004
1452,Lithuania, males ,pre-obese ,25.0-29.99,2006
1453,Lithuania, males ,underweight ,<18.5,2004
1454,Madagascar, adults ,normal ,18.5-24.99,2005
1455,Madagascar, adults ,obese ,>=30.0,2005
1456,Madagascar, adults ,pre-obese ,25.0-29.99,2005
1457,Madagascar, adults ,underweight ,<18.5,2005
1458,Madagascar, females ,moderate and severe thinness ,<=17,2003
1459,Madagascar, females ,moderate and severe thinness ,<=17,2004
1460,Madagascar, females ,normal ,18.5-24.99,2003
1461,Madagascar, females ,normal ,18.5-24.99,2004
1462,Madagascar, females ,obese ,>=30.0,2003
1463,Madagascar, females ,obese ,>=30.0,2004
1464,Madagascar, females ,overweight ,>=25.0,2003
1465,Madagascar, females ,overweight ,>=25.0,2004
1466,Madagascar, females ,pre-obese ,25.0-29.99,2003
1467,Madagascar, females ,pre-obese ,25.0-29.99,2004
1468,Madagascar, females ,underweight ,<18.5,2003
1469,Madagascar, females ,underweight ,<18.5,2004
1470,Malawi, females ,normal ,18.5-24.99,2004
1471,Malawi, females ,normal ,18.5-24.99,2005
1472,Malawi, females ,obese ,>=30.0,2
1473,Malawi, females ,obese ,>=30.0,2004
1474,Malawi, females ,obese ,>=30.0,2005
1475,Malawi, females ,overweight ,>=25.0,2
1476,Malawi, females ,overweight ,>=25.0,2004
1477,Malawi, females ,overweight ,>=25.0,2005
1478,Malawi, females ,pre-obese ,25.0-29.99,2004
1479,Malawi, females ,pre-obese ,25.0-29.99,2005
1480,Malawi, females ,underweight ,<18.5,2
1481,Malawi, females ,underweight ,<18.5,2004
1482,Malawi, females ,underweight ,<18.5,2005
1483,Malaysia, adults ,normal ,18.5-24.99,2002
1484,Malaysia, adults ,normal ,18.5-24.99,2003
1485,Malaysia, adults ,obese ,>=30.0,2002
1486,Malaysia, adults ,obese ,>=30.0,2003
1487,Malaysia, adults ,obese ,>=30.0,2005
1488,Malaysia, adults ,obese ,>=30.0,2006
1489,Malaysia, adults ,overweight ,>=25.0,2002
1490,Malaysia, adults ,overweight ,>=25.0,2003
1491,Malaysia, adults ,overweight ,>=25.0,2005
1492,Malaysia, adults ,overweight ,>=25.0,2006
1493,Malaysia, adults ,pre-obese ,25.0-29.99,2002
1494,Malaysia, adults ,pre-obese ,25.0-29.99,2003
1495,Malaysia, adults ,pre-obese ,25.0-29.99,2005
1496,Malaysia, adults ,pre-obese ,25.0-29.99,2006
1497,Malaysia, adults ,underweight ,<18.5,2002
1498,Malaysia, adults ,underweight ,<18.5,2003
1499,Malaysia, females ,moderate and severe thinness ,<=17,2002
1500,Malaysia, females ,moderate and severe thinness ,<=17,2003
1501,Malaysia, females ,normal ,18.5-24.99,2002
1502,Malaysia, females ,normal ,18.5-24.99,2003
1503,Malaysia, females ,obese ,>=30.0,2002
1504,Malaysia, females ,obese ,>=30.0,2003
1505,Malaysia, females ,obese ,>=30.0,2005
1506,Malaysia, females ,obese ,>=30.0,2006
1507,Malaysia, females ,overweight ,>=25.0,2002
1508,Malaysia, females ,overweight ,>=25.0,2003
1509,Malaysia, females ,overweight ,>=25.0,2005
1510,Malaysia, females ,overweight ,>=25.0,2006
1511,Malaysia, females ,pre-obese ,25.0-29.99,2002
1512,Malaysia, females ,pre-obese ,25.0-29.99,2003
1513,Malaysia, females ,pre-obese ,25.0-29.99,2005
1514,Malaysia, females ,pre-obese ,25.0-29.99,2006
1515,Malaysia, females ,underweight ,<18.5,2002
1516,Malaysia, females ,underweight ,<18.5,2003
1517,Malaysia, males ,moderate and severe thinness ,<=17,2002
1518,Malaysia, males ,moderate and severe thinness ,<=17,2003
1519,Malaysia, males ,normal ,18.5-24.99,2002
1520,Malaysia, males ,normal ,18.5-24.99,2003
1521,Malaysia, males ,obese ,>=30.0,2002
1522,Malaysia, males ,obese ,>=30.0,2003
1523,Malaysia, males ,obese ,>=30.0,2005
1524,Malaysia, males ,obese ,>=30.0,2006
1525,Malaysia, males ,overweight ,>=25.0,2002
1526,Malaysia, males ,overweight ,>=25.0,2003
1527,Malaysia, males ,overweight ,>=25.0,2005
1528,Malaysia, males ,overweight ,>=25.0,2006
1529,Malaysia, males ,pre-obese ,25.0-29.99,2002
1530,Malaysia, males ,pre-obese ,25.0-29.99,2003
1531,Malaysia, males ,pre-obese ,25.0-29.99,2005
1532,Malaysia, males ,pre-obese ,25.0-29.99,2006
1533,Malaysia, males ,underweight ,<18.5,2002
1534,Malaysia, males ,underweight ,<18.5,2003
1535,Mali, females ,moderate and severe thinness ,<=17,2006
1536,Mali, females ,normal ,18.5-24.99,2001
1537,Mali, females ,normal ,18.5-24.99,2006
1538,Mali, females ,obese ,>=30.0,2001
1539,Mali, females ,obese ,>=30.0,2006
1540,Mali, females ,overweight ,>=25.0,2001
1541,Mali, females ,overweight ,>=25.0,2006
1542,Mali, females ,pre-obese ,25.0-29.99,2001
1543,Mali, females ,pre-obese ,25.0-29.99,2006
1544,Mali, females ,underweight ,<18.5,2001
1545,Mali, females ,underweight ,<18.5,2006
1546,Malta, adults ,normal ,18.5-24.99,2002
1547,Malta, adults ,normal ,18.5-24.99,2003
1548,Malta, adults ,normal ,18.5-24.99,2006
1549,Malta, adults ,normal ,18.5-24.99,2007
1550,Malta, adults ,obese ,>=30.0,2002
1551,Malta, adults ,obese ,>=30.0,2003
1552,Malta, adults ,obese ,>=30.0,2006
1553,Malta, adults ,obese ,>=30.0,2007
1554,Malta, adults ,overweight ,>=25.0,2002
1555,Malta, adults ,overweight ,>=25.0,2003
1556,Malta, adults ,overweight ,>=25.0,2006
1557,Malta, adults ,overweight ,>=25.0,2007
1558,Malta, adults ,pre-obese ,25.0-29.99,2002
1559,Malta, adults ,pre-obese ,25.0-29.99,2003
1560,Malta, adults ,pre-obese ,25.0-29.99,2006
1561,Malta, adults ,pre-obese ,25.0-29.99,2007
1562,Malta, adults ,underweight ,<18.5,2002
1563,Malta, adults ,underweight ,<18.5,2003
1564,Malta, adults ,underweight ,<18.5,2006
1565,Malta, adults ,underweight ,<18.5,2007
1566,Malta, females ,normal ,18.5-24.99,2002
1567,Malta, females ,normal ,18.5-24.99,2003
1568,Malta, females ,normal ,18.5-24.99,2006
1569,Malta, females ,normal ,18.5-24.99,2007
1570,Malta, females ,obese ,>=30.0,2002
1571,Malta, females ,obese ,>=30.0,2003
1572,Malta, females ,obese ,>=30.0,2006
1573,Malta, females ,obese ,>=30.0,2007
1574,Malta, females ,overweight ,>=25.0,2002
1575,Malta, females ,overweight ,>=25.0,2003
1576,Malta, females ,overweight ,>=25.0,2006
1577,Malta, females ,overweight ,>=25.0,2007
1578,Malta, females ,pre-obese ,25.0-29.99,2002
1579,Malta, females ,pre-obese ,25.0-29.99,2006
1580,Malta, females ,pre-obese ,25.0-29.99,2007
1581,Malta, females ,underweight ,<18.5,2002
1582,Malta, females ,underweight ,<18.5,2003
1583,Malta, females ,underweight ,<18.5,2006
1584,Malta, females ,underweight ,<18.5,2007
1585,Malta, males ,normal ,18.5-24.99,2002
1586,Malta, males ,normal ,18.5-24.99,2003
1587,Malta, males ,normal ,18.5-24.99,2006
1588,Malta, males ,normal ,18.5-24.99,2007
1589,Malta, males ,obese ,>=30.0,2002
1590,Malta, males ,obese ,>=30.0,2003
1591,Malta, males ,obese ,>=30.0,2006
1592,Malta, males ,obese ,>=30.0,2007
1593,Malta, males ,overweight ,>=25.0,2002
1594,Malta, males ,overweight ,>=25.0,2003
1595,Malta, males ,overweight ,>=25.0,2006
1596,Malta, males ,overweight ,>=25.0,2007
1597,Malta, males ,pre-obese ,25.0-29.99,2002
1598,Malta, males ,pre-obese ,25.0-29.99,2003
1599,Malta, males ,pre-obese ,25.0-29.99,2006
1600,Malta, males ,pre-obese ,25.0-29.99,2007
1601,Malta, males ,underweight ,<18.5,2002
1602,Malta, males ,underweight ,<18.5,2003
1603,Malta, males ,underweight ,<18.5,2006
1604,Malta, males ,underweight ,<18.5,2007
1605,Martinique, females ,obese ,>=30.0,2001
1606,Martinique, females ,overweight ,>=25.0,2001
1607,Martinique, males ,obese ,>=30.0,2001
1608,Martinique, males ,overweight ,>=25.0,2001
1609,Mauritania, females ,moderate and severe thinness ,<=17,2
1610,Mauritania, females ,moderate and severe thinness ,<=17,2001
1611,Mauritania, females ,normal ,18.5-24.99,2
1612,Mauritania, females ,normal ,18.5-24.99,2001
1613,Mauritania, females ,obese ,>=30.0,2
1614,Mauritania, females ,obese ,>=30.0,2001
1615,Mauritania, females ,overweight ,>=25.0,2
1616,Mauritania, females ,overweight ,>=25.0,2001
1617,Mauritania, females ,pre-obese ,25.0-29.99,2
1618,Mauritania, females ,pre-obese ,25.0-29.99,2001
1619,Mauritania, females ,underweight ,<18.5,2
1620,Mauritania, females ,underweight ,<18.5,2001
1621,Mauritius, adults ,overweight ,>=25.0,2004
1622,Mauritius, adults ,pre-obese ,25.0-29.99,2004
1623,Mauritius, females ,overweight ,>=25.0,2004
1624,Mauritius, females ,pre-obese ,25.0-29.99,2004
1625,Mauritius, males ,overweight ,>=25.0,2004
1626,Mauritius, males ,pre-obese ,25.0-29.99,2004
1627,Mexico, adults ,obese ,>=30.0,2
1628,Mexico, females ,normal ,18.5-24.99,1999
1629,Mexico, females ,normal ,18.5-24.99,2006
1630,Mexico, females ,obese ,>=30.0,1999
1631,Mexico, females ,obese ,>=30.0,2
1632,Mexico, females ,obese ,>=30.0,2006
1633,Mexico, females ,overweight ,>=25.0,1999
1634,Mexico, females ,overweight ,>=25.0,2006
1635,Mexico, females ,pre-obese ,25.0-29.99,1999
1636,Mexico, females ,pre-obese ,25.0-29.99,2006
1637,Mexico, females ,underweight ,<18.5,1999
1638,Mexico, females ,underweight ,<18.5,2006
1639,Mexico, males ,normal ,18.5-24.99,2006
1640,Mexico, males ,obese ,>=30.0,2
1641,Mexico, males ,obese ,>=30.0,2006
1642,Mexico, males ,overweight ,>=25.0,2006
1643,Mexico, males ,pre-obese ,25.0-29.99,2006
1644,Mexico, males ,underweight ,<18.5,2006
1645,Moldova,,,,
1646,Moldova,,,,
1647,Moldova,,,,
1648,Moldova,,,,
1649,Moldova,,,,
1650,Moldova,,,,
