,country,people,obesity_levels,obesity_level_percentage,date
559,Czech Republic, adults ,underweight ,<18.5,1999
560,Czech Republic, adults ,underweight ,<18.5,2002
561,Czech Republic, females ,moderate and severe thinness ,<=17,2002
562,Czech Republic, females ,normal ,18.5-24.99,1999
563,Czech Republic, females ,normal ,18.5-24.99,2002
564,Czech Republic, females ,obese ,>=30.0,1999
565,Czech Republic, females ,obese ,>=30.0,2002
566,Czech Republic, females ,obese ,>=30.0,2008
567,Czech Republic, females ,overweight ,>=25.0,1999
568,Czech Republic, females ,overweight ,>=25.0,2002
569,Czech Republic, females ,overweight ,>=25.0,2008
570,Czech Republic, females ,pre-obese ,25.0-29.99,1999
571,Czech Republic, females ,pre-obese ,25.0-29.99,2002
572,Czech Republic, females ,pre-obese ,25.0-29.99,2008
573,Czech Republic, females ,underweight ,<18.5,1999
574,Czech Republic, females ,underweight ,<18.5,2002
575,Czech Republic, males ,moderate and severe thinness ,<=17,2002
576,Czech Republic, males ,normal ,18.5-24.99,1999
577,Czech Republic, males ,normal ,18.5-24.99,2002
578,Czech Republic, males ,obese ,>=30.0,1999
579,Czech Republic, males ,obese ,>=30.0,2002
580,Czech Republic, males ,obese ,>=30.0,2008
581,Czech Republic, males ,overweight ,>=25.0,1999
582,Czech Republic, males ,overweight ,>=25.0,2002
583,Czech Republic, males ,overweight ,>=25.0,2008
584,Czech Republic, males ,pre-obese ,25.0-29.99,1999
585,Czech Republic, males ,pre-obese ,25.0-29.99,2002
586,Czech Republic, males ,pre-obese ,25.0-29.99,2008
587,Czech Republic, males ,underweight ,<18.5,1999
588,Czech Republic, males ,underweight ,<18.5,2002
589,Democratic Republic of the Congo, females ,moderate and severe thinness ,<=17,2007
590,Democratic Republic of the Congo, females ,normal ,18.5-24.99,2007
591,Democratic Republic of the Congo, females ,obese ,>=30.0,2007
592,Democratic Republic of the Congo, females ,overweight ,>=25.0,2007
593,Democratic Republic of the Congo, females ,pre-obese ,25.0-29.99,2007
594,Democratic Republic of the Congo, females ,underweight ,<18.5,2007
595,Denmark, adults ,normal ,18.5-24.99,2
596,Denmark, adults ,obese ,>=30.0,2
597,Denmark, adults ,obese ,>=30.0,2005
598,Denmark, adults ,obese ,>=30.0,2006
599,Denmark, adults ,overweight ,>=25.0,2
600,Denmark, adults ,pre-obese ,25.0-29.99,2
601,Denmark, adults ,underweight ,<18.5,2
602,Denmark, adults ,underweight ,<18.5,2005
603,Denmark, adults ,underweight ,<18.5,2006
604,Denmark, females ,normal ,18.5-24.99,2
605,Denmark, females ,normal ,18.5-24.99,2005
606,Denmark, females ,normal ,18.5-24.99,2006
607,Denmark, females ,obese ,>=30.0,2
608,Denmark, females ,obese ,>=30.0,2005
609,Denmark, females ,obese ,>=30.0,2006
610,Denmark, females ,overweight ,>=25.0,2
611,Denmark, females ,overweight ,>=25.0,2005
612,Denmark, females ,overweight ,>=25.0,2006
613,Denmark, females ,pre-obese ,25.0-29.99,2
614,Denmark, females ,pre-obese ,25.0-29.99,2005
615,Denmark, females ,pre-obese ,25.0-29.99,2006
616,Denmark, females ,underweight ,<18.5,2
617,Denmark, females ,underweight ,<18.5,2005
618,Denmark, females ,underweight ,<18.5,2006
619,Denmark, males ,normal ,18.5-24.99,2
620,Denmark, males ,normal ,18.5-24.99,2005
621,Denmark, males ,normal ,18.5-24.99,2006
622,Denmark, males ,obese ,>=30.0,2
623,Denmark, males ,obese ,>=30.0,2005
624,Denmark, males ,obese ,>=30.0,2006
625,Denmark, males ,overweight ,>=25.0,2
626,Denmark, males ,overweight ,>=25.0,2005
627,Denmark, males ,overweight ,>=25.0,2006
628,Denmark, males ,pre-obese ,25.0-29.99,2
629,Denmark, males ,pre-obese ,25.0-29.99,2005
630,Denmark, males ,pre-obese ,25.0-29.99,2006
631,Denmark, males ,underweight ,<18.5,2
632,Denmark, males ,underweight ,<18.5,2005
633,Denmark, males ,underweight ,<18.5,2006
634,Egypt, adults ,obese ,>=30.0,2005
635,Egypt, adults ,obese ,>=30.0,2006
636,Egypt, adults ,overweight ,>=25.0,2005
637,Egypt, adults ,overweight ,>=25.0,2006
638,Egypt, females ,moderate and severe thinness ,<=17,2008
639,Egypt, females ,normal ,18.5-24.99,2
640,Egypt, females ,normal ,18.5-24.99,2005
641,Egypt, females ,normal ,18.5-24.99,2008
642,Egypt, females ,obese ,>=30.0,2
643,Egypt, females ,obese ,>=30.0,2005
644,Egypt, females ,obese ,>=30.0,2006
645,Egypt, females ,obese ,>=30.0,2008
646,Egypt, females ,overweight ,>=25.0,2
647,Egypt, females ,overweight ,>=25.0,2005
648,Egypt, females ,overweight ,>=25.0,2006
649,Egypt, females ,overweight ,>=25.0,2008
650,Egypt, females ,pre-obese ,25.0-29.99,2
651,Egypt, females ,pre-obese ,25.0-29.99,2005
652,Egypt, females ,pre-obese ,25.0-29.99,2008
653,Egypt, females ,underweight ,<18.5,2
654,Egypt, females ,underweight ,<18.5,2005
655,Egypt, females ,underweight ,<18.5,2008
656,Egypt, males ,moderate and severe thinness ,<=17,2008
657,Egypt, males ,normal ,18.5-24.99,2008
658,Egypt, males ,obese ,>=30.0,2005
659,Egypt, males ,obese ,>=30.0,2006
660,Egypt, males ,obese ,>=30.0,2008
661,Egypt, males ,overweight ,>=25.0,2005
662,Egypt, males ,overweight ,>=25.0,2006
663,Egypt, males ,overweight ,>=25.0,2008
664,Egypt, males ,pre-obese ,25.0-29.99,2008
665,Egypt, males ,underweight ,<18.5,2008
666,Eritrea, adults ,obese ,>=30.0,2004
667,Eritrea, adults ,overweight ,>=25.0,2004
668,Eritrea, adults ,pre-obese ,25.0-29.99,2004
669,Eritrea, females ,moderate and severe thinness ,<=17,2002
670,Eritrea, females ,normal ,18.5-24.99,2002
671,Eritrea, females ,obese ,>=30.0,2002
672,Eritrea, females ,obese ,>=30.0,2004
673,Eritrea, females ,overweight ,>=25.0,2002
674,Eritrea, females ,pre-obese ,25.0-29.99,2002
675,Eritrea, females ,underweight ,<18.5,2002
676,Eritrea, males ,obese ,>=30.0,2004
677,Estonia, adults ,obese ,>=30.0,2002
678,Estonia, adults ,obese ,>=30.0,2004
679,Estonia, adults ,overweight ,>=25.0,2
680,Estonia, adults ,overweight ,>=25.0,2002
681,Estonia, adults ,overweight ,>=25.0,2004
682,Estonia, adults ,pre-obese ,25.0-29.99,2
683,Estonia, adults ,pre-obese ,25.0-29.99,2004
684,Estonia, females ,obese ,>=30.0,2002
685,Estonia, females ,obese ,>=30.0,2004
686,Estonia, females ,overweight ,>=25.0,2
687,Estonia, females ,overweight ,>=25.0,2002
688,Estonia, females ,overweight ,>=25.0,2004
689,Estonia, females ,pre-obese ,25.0-29.99,2
690,Estonia, females ,pre-obese ,25.0-29.99,2004
691,Estonia, males ,obese ,>=30.0,2002
692,Estonia, males ,obese ,>=30.0,2004
693,Estonia, males ,overweight ,>=25.0,2
694,Estonia, males ,overweight ,>=25.0,2002
695,Estonia, males ,overweight ,>=25.0,2004
696,Estonia, males ,pre-obese ,25.0-29.99,2
697,Estonia, males ,pre-obese ,25.0-29.99,2004
698,Ethiopia, females ,moderate and severe thinness ,<=17,2005
699,Ethiopia, females ,normal ,18.5-24.99,2003
700,Ethiopia, females ,normal ,18.5-24.99,2004
701,Ethiopia, females ,normal ,18.5-24.99,2005
702,Ethiopia, females ,obese ,>=30.0,2
703,Ethiopia, females ,obese ,>=30.0,2005
704,Ethiopia, females ,overweight ,>=25.0,2
705,Ethiopia, females ,overweight ,>=25.0,2003
706,Ethiopia, females ,overweight ,>=25.0,2004
707,Ethiopia, females ,overweight ,>=25.0,2005
708,Ethiopia, females ,pre-obese ,25.0-29.99,2005
709,Ethiopia, females ,underweight ,<18.5,2
710,Ethiopia, females ,underweight ,<18.5,2003
711,Ethiopia, females ,underweight ,<18.5,2004
712,Ethiopia, females ,underweight ,<18.5,2005
713,Ethiopia, males ,normal ,18.5-24.99,2003
714,Ethiopia, males ,normal ,18.5-24.99,2004
715,Ethiopia, males ,overweight ,>=25.0,2003
716,Ethiopia, males ,overweight ,>=25.0,2004
717,Ethiopia, males ,underweight ,<18.5,2003
718,Ethiopia, males ,underweight ,<18.5,2004
719,Fiji, adults ,normal ,18.5-24.99,2004
720,Fiji, adults ,obese ,>=30.0,2004
721,Fiji, adults ,overweight ,>=25.0,2004
722,Fiji, adults ,pre-obese ,25.0-29.99,2004
723,Fiji, adults ,underweight ,<18.5,2004
724,Fiji, females ,normal ,18.5-24.99,2004
725,Fiji, females ,obese ,>=30.0,2002
726,Fiji, females ,obese ,>=30.0,2004
727,Fiji, females ,overweight ,>=25.0,2004
728,Fiji, females ,pre-obese ,25.0-29.99,2004
729,Fiji, females ,underweight ,<18.5,2004
730,Fiji, males ,normal ,18.5-24.99,2004
731,Fiji, males ,obese ,>=30.0,2002
732,Fiji, males ,obese ,>=30.0,2004
733,Fiji, males ,overweight ,>=25.0,2004
734,Fiji, males ,pre-obese ,25.0-29.99,2004
735,Fiji, males ,underweight ,<18.5,2004
736,Finland, adults ,normal ,18.5-24.99,2001
737,Finland, adults ,normal ,18.5-24.99,2003
738,Finland, adults ,obese ,>=30.0,1999
739,Finland, adults ,obese ,>=30.0,2
740,Finland, adults ,obese ,>=30.0,2001
741,Finland, adults ,obese ,>=30.0,2002
742,Finland, adults ,obese ,>=30.0,2003
743,Finland, adults ,obese ,>=30.0,2004
744,Finland, adults ,obese ,>=30.0,2005
745,Finland, adults ,obese ,>=30.0,2008
746,Finland, adults ,overweight ,>=25.0,1999
747,Finland, adults ,overweight ,>=25.0,2
748,Finland, adults ,overweight ,>=25.0,2001
749,Finland, adults ,overweight ,>=25.0,2002
750,Finland, adults ,overweight ,>=25.0,2003
751,Finland, adults ,overweight ,>=25.0,2004
752,Finland, adults ,overweight ,>=25.0,2005
753,Finland, adults ,overweight ,>=25.0,2008
754,Finland, adults ,pre-obese ,25.0-29.99,1999
755,Finland, adults ,pre-obese ,25.0-29.99,2001
756,Finland, adults ,pre-obese ,25.0-29.99,2003
757,Finland, adults ,pre-obese ,25.0-29.99,2005
758,Finland, adults ,pre-obese ,25.0-29.99,2008
759,Finland, adults ,underweight ,<18.5,2001
760,Finland, adults ,underweight ,<18.5,2003
761,Finland, females ,normal ,18.5-24.99,2001
762,Finland, females ,normal ,18.5-24.99,2003
763,Finland, females ,obese ,>=30.0,1999
764,Finland, females ,obese ,>=30.0,2
765,Finland, females ,obese ,>=30.0,2001
766,Finland, females ,obese ,>=30.0,2002
767,Finland, females ,obese ,>=30.0,2003
768,Finland, females ,obese ,>=30.0,2004
769,Finland, females ,obese ,>=30.0,2005
770,Finland, females ,obese ,>=30.0,2008
771,Finland, females ,overweight ,>=25.0,1999
772,Finland, females ,overweight ,>=25.0,2
773,Finland, females ,overweight ,>=25.0,2001
774,Finland, females ,overweight ,>=25.0,2002
775,Finland, females ,overweight ,>=25.0,2003
776,Finland, females ,overweight ,>=25.0,2004
777,Finland, females ,overweight ,>=25.0,2005
778,Finland, females ,overweight ,>=25.0,2008
779,Finland, females ,pre-obese ,25.0-29.99,1999
780,Finland, females ,pre-obese ,25.0-29.99,2001
781,Finland, females ,pre-obese ,25.0-29.99,2003
782,Finland, females ,pre-obese ,25.0-29.99,2005
783,Finland, females ,pre-obese ,25.0-29.99,2008
784,Finland, females ,underweight ,<18.5,2001
785,Finland, females ,underweight ,<18.5,2003
786,Finland, males ,normal ,18.5-24.99,2001
787,Finland, males ,normal ,18.5-24.99,2003
788,Finland, males ,obese ,>=30.0,1999
789,Finland, males ,obese ,>=30.0,2
790,Finland, males ,obese ,>=30.0,2001
791,Finland, males ,obese ,>=30.0,2002
792,Finland, males ,obese ,>=30.0,2003
793,Finland, males ,obese ,>=30.0,2004
794,Finland, males ,obese ,>=30.0,2005
795,Finland, males ,obese ,>=30.0,2008
796,Finland, males ,overweight ,>=25.0,1999
797,Finland, males ,overweight ,>=25.0,2
798,Finland, males ,overweight ,>=25.0,2001
799,Finland, males ,overweight ,>=25.0,2002
800,Finland, males ,overweight ,>=25.0,2003
801,Finland, males ,overweight ,>=25.0,2004
802,Finland, males ,overweight ,>=25.0,2005
803,Finland, males ,overweight ,>=25.0,2008
804,Finland, males ,pre-obese ,25.0-29.99,1999
805,Finland, males ,pre-obese ,25.0-29.99,2001
806,Finland, males ,pre-obese ,25.0-29.99,2003
807,Finland, males ,pre-obese ,25.0-29.99,2005
808,Finland, males ,pre-obese ,25.0-29.99,2008
809,Finland, males ,underweight ,<18.5,2001
810,Finland, males ,underweight ,<18.5,2003
811,France, adults ,normal ,18.5-24.99,2006
812,France, adults ,obese ,>=30.0,2
813,France, adults ,obese ,>=30.0,2003
814,France, adults ,obese ,>=30.0,2006
815,France, adults ,obese ,>=30.0,2007
816,France, adults ,overweight ,>=25.0,2
817,France, adults ,overweight ,>=25.0,2003
818,France, adults ,overweight ,>=25.0,2006
819,France, adults ,overweight ,>=25.0,2007
820,France, adults ,pre-obese ,25.0-29.99,2
821,France, adults ,pre-obese ,25.0-29.99,2003
822,France, adults ,pre-obese ,25.0-29.99,2006
823,France, adults ,pre-obese ,25.0-29.99,2007
824,France, adults ,underweight ,<18.5,2006
825,France, females ,obese ,>=30.0,2006
826,France, females ,obese ,>=30.0,2007
827,France, females ,overweight ,>=25.0,2006
828,France, females ,overweight ,>=25.0,2007
829,France, females ,pre-obese ,25.0-29.99,2006
830,France, females ,pre-obese ,25.0-29.99,2007
831,France, males ,obese ,>=30.0,2006
832,France, males ,obese ,>=30.0,2007
833,France, males ,overweight ,>=25.0,2006
834,France, males ,overweight ,>=25.0,2007
835,France, males ,pre-obese ,25.0-29.99,2006
836,France, males ,pre-obese ,25.0-29.99,2007
837,Gabon, females ,moderate and severe thinness ,<=17,2
838,Gabon, females ,normal ,18.5-24.99,2
839,Gabon, females ,obese ,>=30.0,2
840,Gabon, females ,overweight ,>=25.0,2
841,Gabon, females ,pre-obese ,25.0-29.99,2
842,Gabon, females ,underweight ,<18.5,2
843,Germany, adults ,obese ,>=30.0,1999
844,Germany, adults ,obese ,>=30.0,2
845,Germany, adults ,obese ,>=30.0,2001
846,Germany, adults ,obese ,>=30.0,2002
847,Germany, adults ,obese ,>=30.0,2003
848,Germany, adults ,overweight ,>=25.0,1999
849,Germany, adults ,overweight ,>=25.0,2
850,Germany, adults ,overweight ,>=25.0,2001
851,Germany, adults ,overweight ,>=25.0,2002
852,Germany, adults ,overweight ,>=25.0,2003
853,Germany, adults ,pre-obese ,25.0-29.99,1999
854,Germany, adults ,pre-obese ,25.0-29.99,2
855,Germany, adults ,pre-obese ,25.0-29.99,2001
856,Germany, adults ,pre-obese ,25.0-29.99,2002
857,Germany, adults ,pre-obese ,25.0-29.99,2003
858,Germany, females ,obese ,>=30.0,1999
859,Germany, females ,obese ,>=30.0,2
860,Germany, females ,obese ,>=30.0,2001
861,Germany, females ,obese ,>=30.0,2002
862,Germany, females ,obese ,>=30.0,2003
863,Germany, females ,overweight ,>=25.0,1999
864,Germany, females ,overweight ,>=25.0,2
865,Germany, females ,overweight ,>=25.0,2001
866,Germany, females ,overweight ,>=25.0,2002
867,Germany, females ,overweight ,>=25.0,2003
868,Germany, females ,pre-obese ,25.0-29.99,1999
869,Germany, females ,pre-obese ,25.0-29.99,2
870,Germany, females ,pre-obese ,25.0-29.99,2001
871,Germany, females ,pre-obese ,25.0-29.99,2002
872,Germany, females ,pre-obese ,25.0-29.99,2003
873,Germany, males ,obese ,>=30.0,1999
874,Germany, males ,obese ,>=30.0,2
875,Germany, males ,obese ,>=30.0,2001
876,Germany, males ,obese ,>=30.0,2002
877,Germany, males ,obese ,>=30.0,2003
878,Germany, males ,overweight ,>=25.0,1999
879,Germany, males ,overweight ,>=25.0,2
880,Germany, males ,overweight ,>=25.0,2001
881,Germany, males ,overweight ,>=25.0,2002
882,Germany, males ,overweight ,>=25.0,2003
883,Germany, males ,pre-obese ,25.0-29.99,1999
884,Germany, males ,pre-obese ,25.0-29.99,2
885,Germany, males ,pre-obese ,25.0-29.99,2001
886,Germany, males ,pre-obese ,25.0-29.99,2002
887,Germany, males ,pre-obese ,25.0-29.99,2003
888,Ghana, females ,moderate and severe thinness ,<=17,2008
889,Ghana, females ,normal ,18.5-24.99,2003
890,Ghana, females ,normal ,18.5-24.99,2008
891,Ghana, females ,obese ,>=30.0,1999
892,Ghana, females ,obese ,>=30.0,2003
893,Ghana, females ,obese ,>=30.0,2008
894,Ghana, females ,overweight ,>=25.0,1999
895,Ghana, females ,overweight ,>=25.0,2003
896,Ghana, females ,overweight ,>=25.0,2008
897,Ghana, females ,pre-obese ,25.0-29.99,2003
898,Ghana, females ,pre-obese ,25.0-29.99,2008
899,Ghana, females ,underweight ,<18.5,1999
900,Ghana, females ,underweight ,<18.5,2003
901,Ghana, females ,underweight ,<18.5,2008
902,Greece, adults ,obese ,>=30.0,2003
903,Greece, adults ,overweight ,>=25.0,2003
904,Greece, adults ,pre-obese ,25.0-29.99,2003
905,Greece, females ,obese ,>=30.0,2003
906,Greece, females ,obese ,>=30.0,2004
907,Greece, females ,overweight ,>=25.0,2003
908,Greece, females ,pre-obese ,25.0-29.99,2003
909,Greece, males ,obese ,>=30.0,2003
910,Greece, males ,obese ,>=30.0,2004
911,Greece, males ,overweight ,>=25.0,2003
912,Greece, males ,pre-obese ,25.0-29.99,2003
913,Guatemala, females ,obese ,>=30.0,1999
914,Guatemala, females ,overweight ,>=25.0,1999
915,Guatemala, females ,underweight ,<18.5,1999
916,Guinea, females ,moderate and severe thinness ,<=17,1999
917,Guinea, females ,moderate and severe thinness ,<=17,2005
918,Guinea, females ,normal ,18.5-24.99,1999
919,Guinea, females ,normal ,18.5-24.99,2005
920,Guinea, females ,obese ,>=30.0,1999
921,Guinea, females ,obese ,>=30.0,2005
922,Guinea, females ,overweight ,>=25.0,1999
923,Guinea, females ,overweight ,>=25.0,2005
924,Guinea, females ,pre-obese ,25.0-29.99,1999
925,Guinea, females ,pre-obese ,25.0-29.99,2005
926,Guinea, females ,underweight ,<18.5,1999
927,Guinea, females ,underweight ,<18.5,2005
928,Haiti, females ,moderate and severe thinness ,<=17,2005
929,Haiti, females ,moderate and severe thinness ,<=17,2006
930,Haiti, females ,normal ,18.5-24.99,2005
931,Haiti, females ,normal ,18.5-24.99,2006
932,Haiti, females ,obese ,>=30.0,2
933,Haiti, females ,obese ,>=30.0,2005
934,Haiti, females ,obese ,>=30.0,2006
935,Haiti, females ,overweight ,>=25.0,2
936,Haiti, females ,overweight ,>=25.0,2005
937,Haiti, females ,overweight ,>=25.0,2006
938,Haiti, females ,pre-obese ,25.0-29.99,2005
939,Haiti, females ,pre-obese ,25.0-29.99,2006
940,Haiti, females ,underweight ,<18.5,2005
941,Haiti, females ,underweight ,<18.5,2006
942,Honduras, females ,moderate and severe thinness ,<=17,2005
943,Honduras, females ,moderate and severe thinness ,<=17,2006
944,Honduras, females ,normal ,18.5-24.99,2005
945,Honduras, females ,normal ,18.5-24.99,2006
946,Honduras, females ,obese ,>=30.0,2005
947,Honduras, females ,obese ,>=30.0,2006
948,Honduras, females ,overweight ,>=25.0,2005
949,Honduras, females ,overweight ,>=25.0,2006
950,Honduras, females ,pre-obese ,25.0-29.99,2005
951,Honduras, females ,pre-obese ,25.0-29.99,2006
952,Honduras, females ,underweight ,<18.5,2005
953,Honduras, females ,underweight ,<18.5,2006
954,Hungary, adults ,normal ,18.5-24.99,2003
955,Hungary, adults ,normal ,18.5-24.99,2004
956,Hungary, adults ,obese ,>=30.0,2
957,Hungary, adults ,obese ,>=30.0,2003
958,Hungary, adults ,obese ,>=30.0,2004
959,Hungary, adults ,overweight ,>=25.0,2003
960,Hungary, adults ,overweight ,>=25.0,2004
961,Hungary, adults ,pre-obese ,25.0-29.99,2
962,Hungary, adults ,pre-obese ,25.0-29.99,2003
963,Hungary, adults ,pre-obese ,25.0-29.99,2004
964,Hungary, adults ,underweight ,<18.5,2003
965,Hungary, adults ,underweight ,<18.5,2004
966,Hungary, females ,normal ,18.5-24.99,2003
967,Hungary, females ,normal ,18.5-24.99,2004
968,Hungary, females ,obese ,>=30.0,2
969,Hungary, females ,obese ,>=30.0,2003
970,Hungary, females ,obese ,>=30.0,2004
971,Hungary, females ,overweight ,>=25.0,2003
972,Hungary, females ,overweight ,>=25.0,2004
973,Hungary, females ,pre-obese ,25.0-29.99,2
974,Hungary, females ,pre-obese ,25.0-29.99,2003
975,Hungary, females ,pre-obese ,25.0-29.99,2004
976,Hungary, females ,underweight ,<18.5,2003
977,Hungary, females ,underweight ,<18.5,2004
978,Hungary, males ,normal ,18.5-24.99,2003
979,Hungary, males ,normal ,18.5-24.99,2004
980,Hungary, males ,obese ,>=30.0,2
981,Hungary, males ,obese ,>=30.0,2003
982,Hungary, males ,obese ,>=30.0,2004
983,Hungary, males ,overweight ,>=25.0,2003
984,Hungary, males ,overweight ,>=25.0,2004
985,Hungary, males ,pre-obese ,25.0-29.99,2
986,Hungary, males ,pre-obese ,25.0-29.99,2003
987,Hungary, males ,pre-obese ,25.0-29.99,2004
988,Hungary, males ,underweight ,<18.5,2003
989,Hungary, males ,underweight ,<18.5,2004
990,Iceland, adults ,normal ,18.5-24.99,2002
991,Iceland, adults ,obese ,>=30.0,2002
992,Iceland, adults ,overweight ,>=25.0,2002
993,Iceland, adults ,pre-obese ,25.0-29.99,2002
994,Iceland, adults ,underweight ,<18.5,2002
995,Iceland, females ,normal ,18.5-24.99,2002
996,Iceland, females ,obese ,>=30.0,2002
997,Iceland, females ,overweight ,>=25.0,2002
998,Iceland, females ,pre-obese ,25.0-29.99,2002
999,Iceland, females ,underweight ,<18.5,2002
1000,Iceland, males ,normal ,18.5-24.99,2002
1001,Iceland, males ,obese ,>=30.0,2002
1002,Iceland, males ,overweight ,>=25.0,2002
1003,Iceland, males ,pre-obese ,25.0-29.99,2002
1004,Iceland, males ,underweight ,<18.5,2002
1005,India, females ,moderate and severe thinness ,<=17,2005
1006,India, females ,moderate and severe thinness ,<=17,2006
1007,India, females ,normal ,18.5-24.99,1999
1008,India, females ,normal ,18.5-24.99,2005
1009,India, females ,normal ,18.5-24.99,2006
1010,India, females ,obese ,>=30.0,1999
1011,India, females ,obese ,>=30.0,2005
1012,India, females ,obese ,>=30.0,2006
1013,India, females ,overweight ,>=25.0,1999
1014,India, females ,overweight ,>=25.0,2005
1015,India, females ,overweight ,>=25.0,2006
1016,India, females ,pre-obese ,25.0-29.99,2005
1017,India, females ,pre-obese ,25.0-29.99,2006
1018,India, females ,underweight ,<18.5,1999
1019,India, females ,underweight ,<18.5,2005
1020,India, females ,underweight ,<18.5,2006
1021,India, males ,moderate and severe thinness ,<=17,2005
1022,India, males ,moderate and severe thinness ,<=17,2006
1023,India, males ,normal ,18.5-24.99,2005
1024,India, males ,normal ,18.5-24.99,2006
1025,India, males ,obese ,>=30.0,2005
1026,India, males ,obese ,>=30.0,2006
1027,India, males ,overweight ,>=25.0,2005
1028,India, males ,overweight ,>=25.0,2006
1029,India, males ,pre-obese ,25.0-29.99,2005
1030,India, males ,pre-obese ,25.0-29.99,2006
1031,India, males ,underweight ,<18.5,2005
1032,India, males ,underweight ,<18.5,2006
1033,Indonesia, adults ,obese ,>=30.0,2001
1034,Indonesia, adults ,overweight ,>=25.0,2001
1035,Indonesia, females ,obese ,>=30.0,2001
1036,Indonesia, females ,overweight ,>=25.0,2001
1037,Indonesia, males ,obese ,>=30.0,2001
1038,Indonesia, males ,overweight ,>=25.0,2001
1039,Iran (Islamic Republic of), adults ,normal ,18.5-24.99,2005
1040,Iran (Islamic Republic of), adults ,obese ,>=30.0,1999
1041,Iran (Islamic Republic of), adults ,obese ,>=30.0,2004
1042,Iran (Islamic Republic of), adults ,obese ,>=30.0,2005
1043,Iran (Islamic Republic of), adults ,overweight ,>=25.0,1999
1044,Iran (Islamic Republic of), adults ,overweight ,>=25.0,2004
1045,Iran (Islamic Republic of), adults ,overweight ,>=25.0,2005
1046,Iran (Islamic Republic of), adults ,pre-obese ,25.0-29.99,1999
1047,Iran (Islamic Republic of), adults ,pre-obese ,25.0-29.99,2004
1048,Iran (Islamic Republic of), adults ,pre-obese ,25.0-29.99,2005
1049,Iran (Islamic Republic of), adults ,underweight ,<18.5,2004
1050,Iran (Islamic Republic of), adults ,underweight ,<18.5,2005
1051,Iran (Islamic Republic of), females ,normal ,18.5-24.99,2004
1052,Iran (Islamic Republic of), females ,normal ,18.5-24.99,2005
1053,Iran (Islamic Republic of), females ,obese ,>=30.0,1999
1054,Iran (Islamic Republic of), females ,obese ,>=30.0,2004
1055,Iran (Islamic Republic of), females ,obese ,>=30.0,2005
1056,Iran (Islamic Republic of), females ,overweight ,>=25.0,1999
1057,Iran (Islamic Republic of), females ,overweight ,>=25.0,2005
1058,Iran (Islamic Republic of), females ,pre-obese ,25.0-29.99,1999
1059,Iran (Islamic Republic of), females ,pre-obese ,25.0-29.99,2004
1060,Iran (Islamic Republic of), females ,pre-obese ,25.0-29.99,2005
1061,Iran (Islamic Republic of), females ,underweight ,<18.5,2004
1062,Iran (Islamic Republic of), females ,underweight ,<18.5,2005
1063,Iran (Islamic Republic of), males ,normal ,18.5-24.99,2004
1064,Iran (Islamic Republic of), males ,normal ,18.5-24.99,2005
1065,Iran (Islamic Republic of), males ,obese ,>=30.0,1999
1066,Iran (Islamic Republic of), males ,obese ,>=30.0,2004
1067,Iran (Islamic Republic of), males ,obese ,>=30.0,2005
1068,Iran (Islamic Republic of), males ,overweight ,>=25.0,1999
1069,Iran (Islamic Republic of), males ,overweight ,>=25.0,2005
1070,Iran (Islamic Republic of), males ,pre-obese ,25.0-29.99,1999
1071,Iran (Islamic Republic of), males ,pre-obese ,25.0-29.99,2004
1072,Iran (Islamic Republic of), males ,pre-obese ,25.0-29.99,2005
1073,Iran (Islamic Republic of), males ,underweight ,<18.5,2004
1074,Iran (Islamic Republic of), males ,underweight ,<18.5,2005
1075,Iraq, females ,obese ,>=30.0,2006
1076,Iraq, females ,overweight ,>=25.0,2006
1077,Iraq, males ,obese ,>=30.0,2006
1078,Iraq, males ,overweight ,>=25.0,2006
1079,Ireland, adults ,normal ,18.5-24.99,1999
1080,Ireland, adults ,obese ,>=30.0,1999
1081,Ireland, adults ,obese ,>=30.0,2002
1082,Ireland, adults ,overweight ,>=25.0,1999
1083,Ireland, adults ,pre-obese ,25.0-29.99,1999
1084,Ireland, adults ,pre-obese ,25.0-29.99,2002
1085,Ireland, adults ,underweight ,<18.5,1999
1086,Ireland, females ,normal ,18.5-24.99,1999
1087,Ireland, females ,normal ,18.5-24.99,2007
1088,Ireland, females ,obese ,>=30.0,1999
1089,Ireland, females ,obese ,>=30.0,2002
1090,Ireland, females ,obese ,>=30.0,2007
1091,Ireland, females ,overweight ,>=25.0,1999
1092,Ireland, females ,overweight ,>=25.0,2007
1093,Ireland, females ,pre-obese ,25.0-29.99,1999
1094,Ireland, females ,pre-obese ,25.0-29.99,2002
1095,Ireland, females ,pre-obese ,25.0-29.99,2007
1096,Ireland, females ,underweight ,<18.5,1999
1097,Ireland, females ,underweight ,<18.5,2007
1098,Ireland, males ,normal ,18.5-24.99,1999
1099,Ireland, males ,normal ,18.5-24.99,2007
1100,Ireland, males ,obese ,>=30.0,1999
1101,Ireland, males ,obese ,>=30.0,2002
1102,Ireland, males ,obese ,>=30.0,2007
1103,Ireland, males ,overweight ,>=25.0,1999
1104,Ireland, males ,overweight ,>=25.0,2007
1105,Ireland, males ,pre-obese ,25.0-29.99,1999
1106,Ireland, males ,pre-obese ,25.0-29.99,2002
1107,Ireland, males ,pre-obese ,25.0-29.99,2007
1108,Ireland, males ,underweight ,<18.5,1999
1109,Ireland, males ,underweight ,<18.5,2007
1110,Israel, adults ,obese ,>=30.0,1999
